hospital_id,survey_id,overall_rating,comments,optional_fields_omitted
"Hospital #348","S06958",3,"Average service at best",0
"Hospital #348","S06959",2,"Average service at best",2
"Hospital #348","S06960",2,"Long wait time in ER",2
"Hospital #349","S06961",5,"Very satisfied with treatment",0
"Hospital #349","S06962",5,"Good experience overall",0
"Hospital #349","S06963",4,"Professional environment",0
"Hospital #349","S06964",4,"Professional environment",1
"Hospital #349","S06965",5,"Quick and efficient service",0
"Hospital #349","S06966",4,"Clean facilities",0
"Hospital #349","S06967",5,"Professional environment",1
"Hospital #349","S06968",5,"Quick and efficient service",0
"Hospital #349","S06969",4,"Clean facilities",0
"Hospital #349","S06970",4,"Excellent care from Dr. Smith",0
"Hospital #349","S06971",5,"Nursing staff was attentive",1
"Hospital #349","S06972",4,"Clean facilities",0
"Hospital #349","S06973",5,"Excellent care from Dr. Smith",1
"Hospital #349","S06974",5,"Very satisfied with treatment",0
"Hospital #349","S06975",4,"Would recommend to friends",0
"Hospital #349","S06976",5,"Nursing staff was attentive",0
"Hospital #349","S06977",1,"Medication explanation unclear",2
"Hospital #349","S06978",3,"Unresolved complaints",0
"Hospital #349","S06979",2,"Unresolved complaints",0
"Hospital #349","S06980",1,"Average service at best",1
"Hospital #350","S06981",4,"Nursing staff was attentive",0
"Hospital #350","S06982",4,"Would recommend to friends",0
"Hospital #350","S06983",5,"Quick and efficient service",0
"Hospital #350","S06984",5,"Would recommend to friends",0
"Hospital #350","S06985",4,"Quick and efficient service",0
"Hospital #350","S06986",4,"Clean facilities",0
"Hospital #350","S06987",4,"Nursing staff was attentive",1
"Hospital #350","S06988",5,"Good experience overall",1
"Hospital #350","S06989",5,"Nursing staff was attentive",1
"Hospital #350","S06990",5,"Would recommend to friends",0
"Hospital #350","S06991",5,"Would recommend to friends",1
"Hospital #350","S06992",5,"Very satisfied with treatment",0
"Hospital #350","S06993",4,"Quick and efficient service",1
"Hospital #350","S06994",5,"Good experience overall",1
"Hospital #350","S06995",4,"Clean facilities",0
"Hospital #350","S06996",5,"Clean facilities",0
"Hospital #350","S06997",3,"Average service at best",0
"Hospital #350","S06998",3,"Medication explanation unclear",0
"Hospital #350","S06999",2,"Average service at best",1
"Hospital #350","S07000",1,"Long wait time in ER",2
"Hospital #351","S07001",4,"Very satisfied with treatment",0
"Hospital #351","S07002",4,"Very satisfied with treatment",1
"Hospital #351","S07003",5,"Clean facilities",1
"Hospital #351","S07004",4,"Excellent care from Dr. Smith",1
"Hospital #351","S07005",4,"Professional environment",1
"Hospital #351","S07006",4,"Nursing staff was attentive",1
"Hospital #351","S07007",4,"Clean facilities",1
"Hospital #351","S07008",5,"Good experience overall",1
"Hospital #351","S07009",5,"Good experience overall",0
"Hospital #351","S07010",4,"Good experience overall",0
"Hospital #351","S07011",5,"Professional environment",1
"Hospital #351","S07012",5,"Nursing staff was attentive",1
"Hospital #351","S07013",5,"Professional environment",1
"Hospital #351","S07014",4,"Professional environment",0
"Hospital #351","S07015",5,"Nursing staff was attentive",0
"Hospital #351","S07016",5,"Clean facilities",1
"Hospital #351","S07017",1,"Unresolved complaints",2
"Hospital #351","S07018",1,"Billing issues unresolved",2
"Hospital #351","S07019",1,"Medication explanation unclear",0
"Hospital #351","S07020",3,"Medication explanation unclear",0
"Hospital #352","S07021",4,"Professional environment",0
"Hospital #352","S07022",5,"Good experience overall",1
"Hospital #352","S07023",4,"Nursing staff was attentive",1
"Hospital #352","S07024",4,"Excellent care from Dr. Smith",1
"Hospital #352","S07025",5,"Excellent care from Dr. Smith",0
"Hospital #352","S07026",4,"Would recommend to friends",1
"Hospital #352","S07027",4,"Would recommend to friends",0
"Hospital #352","S07028",5,"Good experience overall",1
"Hospital #352","S07029",4,"Good experience overall",1
"Hospital #352","S07030",5,"Nursing staff was attentive",1
"Hospital #352","S07031",5,"Excellent care from Dr. Smith",1
"Hospital #352","S07032",4,"Good experience overall",1
"Hospital #352","S07033",4,"Quick and efficient service",0
"Hospital #352","S07034",4,"Quick and efficient service",1
"Hospital #352","S07035",4,"Clean facilities",0
"Hospital #352","S07036",5,"Good experience overall",0
"Hospital #352","S07037",1,"Average service at best",0
"Hospital #352","S07038",2,"Billing issues unresolved",0
"Hospital #352","S07039",1,"Rude front desk staff",0
"Hospital #352","S07040",3,"Billing issues unresolved",2
"Hospital #353","S07041",5,"Quick and efficient service",1
"Hospital #353","S07042",5,"Clean facilities",1
"Hospital #353","S07043",5,"Clean facilities",0
"Hospital #353","S07044",5,"Good experience overall",0
"Hospital #353","S07045",5,"Quick and efficient service",0
"Hospital #353","S07046",5,"Would recommend to friends",1
"Hospital #353","S07047",4,"Nursing staff was attentive",1
"Hospital #353","S07048",5,"Excellent care from Dr. Smith",1
"Hospital #353","S07049",5,"Very satisfied with treatment",0
"Hospital #353","S07050",5,"Quick and efficient service",0
"Hospital #353","S07051",4,"Professional environment",0
"Hospital #353","S07052",4,"Quick and efficient service",1
"Hospital #353","S07053",5,"Quick and efficient service",0
"Hospital #353","S07054",4,"Quick and efficient service",0
"Hospital #353","S07055",5,"Very satisfied with treatment",0
"Hospital #353","S07056",4,"Would recommend to friends",1
"Hospital #353","S07057",1,"Discharged too early",0
"Hospital #353","S07058",3,"Discharged too early",2
"Hospital #353","S07059",3,"Unresolved complaints",1
"Hospital #353","S07060",1,"Long wait time in ER",0
"Hospital #354","S07061",5,"Very satisfied with treatment",0
"Hospital #354","S07062",5,"Good experience overall",1
"Hospital #354","S07063",4,"Clean facilities",0
"Hospital #354","S07064",5,"Clean facilities",0
"Hospital #354","S07065",4,"Clean facilities",1
"Hospital #354","S07066",4,"Nursing staff was attentive",0
"Hospital #354","S07067",5,"Good experience overall",1
"Hospital #354","S07068",5,"Quick and efficient service",1
"Hospital #354","S07069",5,"Clean facilities",1
"Hospital #354","S07070",4,"Clean facilities",0
"Hospital #354","S07071",5,"Quick and efficient service",1
"Hospital #354","S07072",5,"Professional environment",0
"Hospital #354","S07073",4,"Would recommend to friends",1
"Hospital #354","S07074",4,"Good experience overall",0
"Hospital #354","S07075",5,"Would recommend to friends",0
"Hospital #354","S07076",4,"Nursing staff was attentive",0
"Hospital #354","S07077",2,"Medication explanation unclear",2
"Hospital #354","S07078",1,"Long wait time in ER",0
"Hospital #354","S07079",2,"Rude front desk staff",2
"Hospital #354","S07080",1,"Rude front desk staff",0
"Hospital #355","S07081",5,"Good experience overall",1
"Hospital #355","S07082",5,"Very satisfied with treatment",1
"Hospital #355","S07083",5,"Would recommend to friends",1
"Hospital #355","S07084",5,"Good experience overall",1
"Hospital #355","S07085",4,"Nursing staff was attentive",1
"Hospital #355","S07086",5,"Good experience overall",1
"Hospital #355","S07087",4,"Quick and efficient service",0
"Hospital #355","S07088",5,"Nursing staff was attentive",0
"Hospital #355","S07089",5,"Quick and efficient service",0
"Hospital #355","S07090",5,"Clean facilities",1
"Hospital #355","S07091",4,"Clean facilities",0
"Hospital #355","S07092",5,"Very satisfied with treatment",0
"Hospital #355","S07093",4,"Very satisfied with treatment",1
"Hospital #355","S07094",4,"Clean facilities",0
"Hospital #355","S07095",4,"Professional environment",1
"Hospital #355","S07096",4,"Professional environment",1
"Hospital #355","S07097",1,"Rude front desk staff",1
"Hospital #355","S07098",3,"Unresolved complaints",0
"Hospital #355","S07099",1,"Rude front desk staff",0
"Hospital #355","S07100",1,"Billing issues unresolved",1
"Hospital #356","S07101",4,"Clean facilities",1
"Hospital #356","S07102",5,"Excellent care from Dr. Smith",0
"Hospital #356","S07103",5,"Would recommend to friends",1
"Hospital #356","S07104",4,"Excellent care from Dr. Smith",0
"Hospital #356","S07105",5,"Good experience overall",0
"Hospital #356","S07106",4,"Clean facilities",0
"Hospital #356","S07107",4,"Professional environment",1
"Hospital #356","S07108",4,"Professional environment",0
"Hospital #356","S07109",5,"Clean facilities",1
"Hospital #356","S07110",4,"Very satisfied with treatment",0
"Hospital #356","S07111",4,"Very satisfied with treatment",1
"Hospital #356","S07112",5,"Good experience overall",1
"Hospital #356","S07113",4,"Excellent care from Dr. Smith",1
"Hospital #356","S07114",4,"Very satisfied with treatment",1
"Hospital #356","S07115",4,"Clean facilities",1
"Hospital #356","S07116",4,"Very satisfied with treatment",1
"Hospital #356","S07117",3,"Rude front desk staff",1
"Hospital #356","S07118",1,"Unresolved complaints",1
"Hospital #356","S07119",1,"Medication explanation unclear",0
"Hospital #356","S07120",3,"Billing issues unresolved",0
"Hospital #357","S07121",4,"Quick and efficient service",1
"Hospital #357","S07122",4,"Clean facilities",0
"Hospital #357","S07123",4,"Good experience overall",0
"Hospital #357","S07124",4,"Quick and efficient service",1
"Hospital #357","S07125",4,"Very satisfied with treatment",0
"Hospital #357","S07126",4,"Excellent care from Dr. Smith",1
"Hospital #357","S07127",4,"Very satisfied with treatment",1
"Hospital #357","S07128",4,"Professional environment",0
"Hospital #357","S07129",4,"Excellent care from Dr. Smith",0
"Hospital #357","S07130",5,"Good experience overall",0
"Hospital #357","S07131",5,"Excellent care from Dr. Smith",0
"Hospital #357","S07132",4,"Quick and efficient service",1
"Hospital #357","S07133",4,"Professional environment",1
"Hospital #357","S07134",4,"Good experience overall",1
"Hospital #357","S07135",4,"Excellent care from Dr. Smith",1
"Hospital #357","S07136",5,"Good experience overall",1
"Hospital #357","S07137",3,"Long wait time in ER",1
"Hospital #357","S07138",1,"Poor communication about diagnosis",1
"Hospital #357","S07139",3,"Poor communication about diagnosis",2
"Hospital #357","S07140",2,"Rude front desk staff",2
"Hospital #358","S07141",5,"Professional environment",1
"Hospital #358","S07142",4,"Very satisfied with treatment",0
"Hospital #358","S07143",4,"Very satisfied with treatment",0
"Hospital #358","S07144",4,"Quick and efficient service",1
"Hospital #358","S07145",4,"Nursing staff was attentive",1
"Hospital #358","S07146",4,"Good experience overall",0
"Hospital #358","S07147",5,"Professional environment",1
"Hospital #358","S07148",5,"Professional environment",1
"Hospital #358","S07149",4,"Quick and efficient service",0
"Hospital #358","S07150",5,"Quick and efficient service",0
"Hospital #358","S07151",5,"Excellent care from Dr. Smith",1
"Hospital #358","S07152",5,"Clean facilities",0
"Hospital #358","S07153",5,"Would recommend to friends",1
"Hospital #358","S07154",4,"Nursing staff was attentive",1
"Hospital #358","S07155",4,"Would recommend to friends",1
"Hospital #358","S07156",4,"Clean facilities",0
"Hospital #358","S07157",2,"Long wait time in ER",1
"Hospital #358","S07158",1,"Medication explanation unclear",0
"Hospital #358","S07159",2,"Average service at best",0
"Hospital #358","S07160",1,"Billing issues unresolved",0
"Hospital #359","S07161",5,"Professional environment",0
"Hospital #359","S07162",5,"Would recommend to friends",0
"Hospital #359","S07163",4,"Nursing staff was attentive",1
"Hospital #359","S07164",5,"Excellent care from Dr. Smith",1
"Hospital #359","S07165",5,"Nursing staff was attentive",1
"Hospital #359","S07166",5,"Nursing staff was attentive",1
"Hospital #359","S07167",4,"Would recommend to friends",1
"Hospital #359","S07168",5,"Quick and efficient service",1
"Hospital #359","S07169",4,"Very satisfied with treatment",1
"Hospital #359","S07170",5,"Excellent care from Dr. Smith",0
"Hospital #359","S07171",4,"Quick and efficient service",1
"Hospital #359","S07172",5,"Professional environment",1
"Hospital #359","S07173",4,"Clean facilities",0
"Hospital #359","S07174",4,"Clean facilities",1
"Hospital #359","S07175",4,"Quick and efficient service",0
"Hospital #359","S07176",4,"Very satisfied with treatment",0
"Hospital #359","S07177",3,"Poor communication about diagnosis",1
"Hospital #359","S07178",1,"Discharged too early",1
"Hospital #359","S07179",2,"Long wait time in ER",0
"Hospital #359","S07180",3,"Rude front desk staff",1
"Hospital #360","S07181",4,"Clean facilities",0
"Hospital #360","S07182",4,"Would recommend to friends",1
"Hospital #360","S07183",4,"Good experience overall",0
"Hospital #360","S07184",4,"Professional environment",0
"Hospital #360","S07185",5,"Excellent care from Dr. Smith",1
"Hospital #360","S07186",5,"Good experience overall",0
"Hospital #360","S07187",5,"Quick and efficient service",0
"Hospital #360","S07188",5,"Quick and efficient service",0
"Hospital #360","S07189",5,"Would recommend to friends",1
"Hospital #360","S07190",4,"Good experience overall",1
"Hospital #360","S07191",5,"Professional environment",1
"Hospital #360","S07192",5,"Good experience overall",0
"Hospital #360","S07193",5,"Quick and efficient service",0
"Hospital #360","S07194",5,"Good experience overall",0
"Hospital #360","S07195",4,"Professional environment",1
"Hospital #360","S07196",5,"Excellent care from Dr. Smith",0
"Hospital #360","S07197",2,"Discharged too early",2
"Hospital #360","S07198",1,"Billing issues unresolved",2
"Hospital #360","S07199",2,"Unresolved complaints",0
"Hospital #360","S07200",3,"Unresolved complaints",2
"Hospital #361","S07201",4,"Nursing staff was attentive",0
"Hospital #361","S07202",5,"Would recommend to friends",1
"Hospital #361","S07203",4,"Clean facilities",0
"Hospital #361","S07204",4,"Professional environment",1
"Hospital #361","S07205",5,"Nursing staff was attentive",0
"Hospital #361","S07206",5,"Nursing staff was attentive",1
"Hospital #361","S07207",5,"Excellent care from Dr. Smith",1
"Hospital #361","S07208",4,"Good experience overall",0
"Hospital #361","S07209",5,"Professional environment",0
"Hospital #361","S07210",4,"Nursing staff was attentive",0
"Hospital #361","S07211",5,"Good experience overall",0
"Hospital #361","S07212",5,"Good experience overall",0
"Hospital #361","S07213",5,"Quick and efficient service",0
"Hospital #361","S07214",5,"Excellent care from Dr. Smith",0
"Hospital #361","S07215",4,"Excellent care from Dr. Smith",0
"Hospital #361","S07216",4,"Very satisfied with treatment",0
"Hospital #361","S07217",2,"Unresolved complaints",0
"Hospital #361","S07218",1,"Long wait time in ER",2
"Hospital #361","S07219",3,"Average service at best",2
"Hospital #361","S07220",2,"Discharged too early",1
"Hospital #362","S07221",5,"Very satisfied with treatment",0
"Hospital #362","S07222",4,"Excellent care from Dr. Smith",0
"Hospital #362","S07223",5,"Very satisfied with treatment",0
"Hospital #362","S07224",5,"Excellent care from Dr. Smith",0
"Hospital #362","S07225",4,"Clean facilities",0
"Hospital #362","S07226",4,"Nursing staff was attentive",1
"Hospital #362","S07227",5,"Would recommend to friends",1
"Hospital #362","S07228",5,"Clean facilities",0
"Hospital #362","S07229",4,"Quick and efficient service",1
"Hospital #362","S07230",5,"Nursing staff was attentive",1
"Hospital #362","S07231",4,"Clean facilities",0
"Hospital #362","S07232",5,"Clean facilities",0
"Hospital #362","S07233",5,"Clean facilities",0
"Hospital #362","S07234",4,"Excellent care from Dr. Smith",0
"Hospital #362","S07235",5,"Quick and efficient service",0
"Hospital #362","S07236",5,"Clean facilities",0
"Hospital #362","S07237",3,"Rude front desk staff",0
"Hospital #362","S07238",2,"Unresolved complaints",1
"Hospital #362","S07239",3,"Rude front desk staff",1
"Hospital #362","S07240",2,"Billing issues unresolved",0
"Hospital #363","S07241",4,"Very satisfied with treatment",0
"Hospital #363","S07242",4,"Nursing staff was attentive",1
"Hospital #363","S07243",4,"Quick and efficient service",0
"Hospital #363","S07244",4,"Would recommend to friends",1
"Hospital #363","S07245",5,"Very satisfied with treatment",1
"Hospital #363","S07246",5,"Professional environment",0
"Hospital #363","S07247",5,"Clean facilities",0
"Hospital #363","S07248",5,"Good experience overall",1
"Hospital #363","S07249",4,"Clean facilities",1
"Hospital #363","S07250",4,"Excellent care from Dr. Smith",1
"Hospital #363","S07251",4,"Clean facilities",1
"Hospital #363","S07252",5,"Quick and efficient service",1
"Hospital #363","S07253",5,"Quick and efficient service",0
"Hospital #363","S07254",4,"Quick and efficient service",0
"Hospital #363","S07255",4,"Professional environment",1
"Hospital #363","S07256",4,"Professional environment",1
"Hospital #363","S07257",1,"Rude front desk staff",0
"Hospital #363","S07258",1,"Long wait time in ER",2
"Hospital #363","S07259",2,"Poor communication about diagnosis",0
"Hospital #363","S07260",1,"Rude front desk staff",1
"Hospital #364","S07261",5,"Good experience overall",1
"Hospital #364","S07262",5,"Would recommend to friends",1
"Hospital #364","S07263",4,"Nursing staff was attentive",0
"Hospital #364","S07264",4,"Nursing staff was attentive",0
"Hospital #364","S07265",4,"Very satisfied with treatment",1
"Hospital #364","S07266",5,"Good experience overall",0
"Hospital #364","S07267",4,"Very satisfied with treatment",1
"Hospital #364","S07268",5,"Excellent care from Dr. Smith",1
"Hospital #364","S07269",4,"Professional environment",1
"Hospital #364","S07270",4,"Excellent care from Dr. Smith",1
"Hospital #364","S07271",5,"Very satisfied with treatment",1
"Hospital #364","S07272",4,"Clean facilities",0
"Hospital #364","S07273",4,"Very satisfied with treatment",1
"Hospital #364","S07274",5,"Quick and efficient service",1
"Hospital #364","S07275",4,"Would recommend to friends",1
"Hospital #364","S07276",5,"Would recommend to friends",1
"Hospital #364","S07277",1,"Poor communication about diagnosis",1
"Hospital #364","S07278",3,"Long wait time in ER",0
"Hospital #364","S07279",3,"Rude front desk staff",0
"Hospital #364","S07280",3,"Discharged too early",0
"Hospital #365","S07281",5,"Would recommend to friends",0
"Hospital #365","S07282",4,"Nursing staff was attentive",1
"Hospital #365","S07283",5,"Nursing staff was attentive",1
"Hospital #365","S07284",5,"Nursing staff was attentive",1
"Hospital #365","S07285",5,"Very satisfied with treatment",1
"Hospital #365","S07286",5,"Very satisfied with treatment",1
"Hospital #365","S07287",5,"Would recommend to friends",1
"Hospital #365","S07288",5,"Would recommend to friends",1
"Hospital #365","S07289",5,"Nursing staff was attentive",0
"Hospital #365","S07290",5,"Good experience overall",0
"Hospital #365","S07291",4,"Nursing staff was attentive",0
"Hospital #365","S07292",5,"Very satisfied with treatment",1
"Hospital #365","S07293",4,"Would recommend to friends",0
"Hospital #365","S07294",4,"Good experience overall",1
"Hospital #365","S07295",4,"Professional environment",0
"Hospital #365","S07296",4,"Very satisfied with treatment",0
"Hospital #365","S07297",3,"Poor communication about diagnosis",2
"Hospital #365","S07298",3,"Discharged too early",2
"Hospital #365","S07299",1,"Discharged too early",1
"Hospital #365","S07300",3,"Average service at best",2
"Hospital #366","S07301",4,"Very satisfied with treatment",0
"Hospital #366","S07302",4,"Nursing staff was attentive",0
"Hospital #366","S07303",5,"Good experience overall",0
"Hospital #366","S07304",4,"Very satisfied with treatment",0
"Hospital #366","S07305",4,"Good experience overall",1
"Hospital #366","S07306",5,"Excellent care from Dr. Smith",0
"Hospital #366","S07307",5,"Would recommend to friends",0
"Hospital #366","S07308",4,"Quick and efficient service",0
"Hospital #366","S07309",4,"Clean facilities",1
"Hospital #366","S07310",5,"Very satisfied with treatment",0
"Hospital #366","S07311",4,"Excellent care from Dr. Smith",0
"Hospital #366","S07312",4,"Excellent care from Dr. Smith",0
"Hospital #366","S07313",5,"Would recommend to friends",1
"Hospital #366","S07314",4,"Nursing staff was attentive",0
"Hospital #366","S07315",5,"Nursing staff was attentive",0
"Hospital #366","S07316",5,"Clean facilities",0
"Hospital #366","S07317",2,"Long wait time in ER",0
"Hospital #366","S07318",3,"Long wait time in ER",0
"Hospital #366","S07319",3,"Rude front desk staff",0
"Hospital #366","S07320",3,"Long wait time in ER",1
"Hospital #367","S07321",4,"Would recommend to friends",0
"Hospital #367","S07322",4,"Very satisfied with treatment",0
"Hospital #367","S07323",5,"Very satisfied with treatment",0
"Hospital #367","S07324",5,"Quick and efficient service",1
"Hospital #367","S07325",4,"Nursing staff was attentive",0
"Hospital #367","S07326",4,"Good experience overall",0
"Hospital #367","S07327",5,"Quick and efficient service",1
"Hospital #367","S07328",4,"Good experience overall",0
"Hospital #367","S07329",4,"Nursing staff was attentive",1
"Hospital #367","S07330",5,"Excellent care from Dr. Smith",0
"Hospital #367","S07331",5,"Good experience overall",0
"Hospital #367","S07332",5,"Very satisfied with treatment",1
"Hospital #367","S07333",4,"Nursing staff was attentive",0
"Hospital #367","S07334",4,"Would recommend to friends",0
"Hospital #367","S07335",5,"Excellent care from Dr. Smith",0
"Hospital #367","S07336",4,"Very satisfied with treatment",0
"Hospital #367","S07337",3,"Billing issues unresolved",0
"Hospital #367","S07338",3,"Poor communication about diagnosis",0
"Hospital #367","S07339",2,"Discharged too early",1
"Hospital #367","S07340",1,"Medication explanation unclear",1
"Hospital #368","S07341",4,"Professional environment",1
"Hospital #368","S07342",5,"Good experience overall",1
"Hospital #368","S07343",5,"Would recommend to friends",1
"Hospital #368","S07344",5,"Clean facilities",1
"Hospital #368","S07345",5,"Would recommend to friends",1
"Hospital #368","S07346",4,"Professional environment",0
"Hospital #368","S07347",4,"Nursing staff was attentive",0
"Hospital #368","S07348",5,"Clean facilities",0
"Hospital #368","S07349",5,"Quick and efficient service",0
"Hospital #368","S07350",5,"Nursing staff was attentive",0
"Hospital #368","S07351",4,"Clean facilities",1
"Hospital #368","S07352",4,"Good experience overall",1
"Hospital #368","S07353",5,"Quick and efficient service",0
"Hospital #368","S07354",4,"Very satisfied with treatment",0
"Hospital #368","S07355",5,"Clean facilities",1
"Hospital #368","S07356",4,"Very satisfied with treatment",1
"Hospital #368","S07357",3,"Poor communication about diagnosis",0
"Hospital #368","S07358",3,"Discharged too early",1
"Hospital #368","S07359",1,"Average service at best",2
"Hospital #368","S07360",3,"Discharged too early",2
"Hospital #369","S07361",4,"Nursing staff was attentive",1
"Hospital #369","S07362",5,"Professional environment",1
"Hospital #369","S07363",5,"Good experience overall",1
"Hospital #369","S07364",5,"Would recommend to friends",0
"Hospital #369","S07365",5,"Very satisfied with treatment",0
"Hospital #369","S07366",4,"Nursing staff was attentive",1
"Hospital #369","S07367",4,"Would recommend to friends",0
"Hospital #369","S07368",5,"Quick and efficient service",0
"Hospital #369","S07369",4,"Professional environment",0
"Hospital #369","S07370",5,"Good experience overall",0
"Hospital #369","S07371",5,"Quick and efficient service",0
"Hospital #369","S07372",5,"Nursing staff was attentive",1
"Hospital #369","S07373",4,"Quick and efficient service",0
"Hospital #369","S07374",4,"Quick and efficient service",0
"Hospital #369","S07375",5,"Professional environment",0
"Hospital #369","S07376",4,"Professional environment",1
"Hospital #369","S07377",1,"Discharged too early",1
"Hospital #369","S07378",2,"Rude front desk staff",0
"Hospital #369","S07379",1,"Billing issues unresolved",0
"Hospital #369","S07380",1,"Rude front desk staff",0
"Hospital #370","S07381",5,"Clean facilities",1
"Hospital #370","S07382",5,"Would recommend to friends",1
"Hospital #370","S07383",5,"Excellent care from Dr. Smith",0
"Hospital #370","S07384",4,"Quick and efficient service",0
"Hospital #370","S07385",4,"Good experience overall",1
"Hospital #370","S07386",5,"Excellent care from Dr. Smith",0
"Hospital #370","S07387",4,"Very satisfied with treatment",0
"Hospital #370","S07388",4,"Professional environment",1
"Hospital #370","S07389",4,"Very satisfied with treatment",1
"Hospital #370","S07390",4,"Would recommend to friends",0
"Hospital #370","S07391",4,"Nursing staff was attentive",1
"Hospital #370","S07392",5,"Professional environment",0
"Hospital #370","S07393",5,"Excellent care from Dr. Smith",0
"Hospital #370","S07394",5,"Nursing staff was attentive",0
"Hospital #370","S07395",4,"Quick and efficient service",1
"Hospital #370","S07396",5,"Nursing staff was attentive",1
"Hospital #370","S07397",2,"Discharged too early",2
"Hospital #370","S07398",2,"Average service at best",1
"Hospital #370","S07399",2,"Medication explanation unclear",2
"Hospital #370","S07400",3,"Average service at best",0
"Hospital #371","S07401",4,"Professional environment",0
"Hospital #371","S07402",5,"Quick and efficient service",0
"Hospital #371","S07403",5,"Good experience overall",1
"Hospital #371","S07404",5,"Good experience overall",0
"Hospital #371","S07405",5,"Quick and efficient service",1
"Hospital #371","S07406",4,"Excellent care from Dr. Smith",1
"Hospital #371","S07407",5,"Very satisfied with treatment",1
"Hospital #371","S07408",5,"Very satisfied with treatment",1
"Hospital #371","S07409",4,"Quick and efficient service",0
"Hospital #371","S07410",5,"Professional environment",0
"Hospital #371","S07411",5,"Very satisfied with treatment",0
"Hospital #371","S07412",5,"Excellent care from Dr. Smith",0
"Hospital #371","S07413",5,"Very satisfied with treatment",0
"Hospital #371","S07414",5,"Very satisfied with treatment",1
"Hospital #371","S07415",4,"Quick and efficient service",1
"Hospital #371","S07416",4,"Would recommend to friends",0
"Hospital #371","S07417",1,"Rude front desk staff",1
"Hospital #371","S07418",2,"Average service at best",1
"Hospital #371","S07419",3,"Rude front desk staff",2
"Hospital #371","S07420",1,"Billing issues unresolved",1
"Hospital #372","S07421",5,"Quick and efficient service",0
"Hospital #372","S07422",5,"Quick and efficient service",0
"Hospital #372","S07423",5,"Good experience overall",0
"Hospital #372","S07424",4,"Excellent care from Dr. Smith",0
"Hospital #372","S07425",4,"Quick and efficient service",0
"Hospital #372","S07426",5,"Would recommend to friends",0
"Hospital #372","S07427",5,"Quick and efficient service",0
"Hospital #372","S07428",4,"Very satisfied with treatment",1
"Hospital #372","S07429",4,"Nursing staff was attentive",1
"Hospital #372","S07430",4,"Professional environment",0
"Hospital #372","S07431",4,"Professional environment",0
"Hospital #372","S07432",4,"Very satisfied with treatment",0
"Hospital #372","S07433",5,"Clean facilities",1
"Hospital #372","S07434",5,"Would recommend to friends",0
"Hospital #372","S07435",4,"Nursing staff was attentive",0
"Hospital #372","S07436",4,"Very satisfied with treatment",1
"Hospital #372","S07437",1,"Unresolved complaints",2
"Hospital #372","S07438",3,"Billing issues unresolved",0
"Hospital #372","S07439",1,"Poor communication about diagnosis",0
"Hospital #372","S07440",3,"Poor communication about diagnosis",0
"Hospital #373","S07441",5,"Would recommend to friends",0
"Hospital #373","S07442",4,"Would recommend to friends",1
"Hospital #373","S07443",4,"Would recommend to friends",0
"Hospital #373","S07444",5,"Clean facilities",0
"Hospital #373","S07445",5,"Very satisfied with treatment",0
"Hospital #373","S07446",5,"Professional environment",0
"Hospital #373","S07447",5,"Very satisfied with treatment",0
"Hospital #373","S07448",5,"Professional environment",1
"Hospital #373","S07449",5,"Would recommend to friends",0
"Hospital #373","S07450",5,"Excellent care from Dr. Smith",1
"Hospital #373","S07451",4,"Nursing staff was attentive",1
"Hospital #373","S07452",5,"Would recommend to friends",1
"Hospital #373","S07453",5,"Professional environment",1
"Hospital #373","S07454",5,"Good experience overall",0
"Hospital #373","S07455",5,"Clean facilities",0
"Hospital #373","S07456",4,"Clean facilities",1
"Hospital #373","S07457",2,"Unresolved complaints",2
"Hospital #373","S07458",1,"Discharged too early",2
"Hospital #373","S07459",2,"Discharged too early",0
"Hospital #373","S07460",3,"Rude front desk staff",1
"Hospital #374","S07461",5,"Good experience overall",0
"Hospital #374","S07462",4,"Good experience overall",0
"Hospital #374","S07463",4,"Good experience overall",1
"Hospital #374","S07464",5,"Nursing staff was attentive",0
"Hospital #374","S07465",5,"Nursing staff was attentive",1
"Hospital #374","S07466",4,"Very satisfied with treatment",0
"Hospital #374","S07467",4,"Good experience overall",0
"Hospital #374","S07468",4,"Would recommend to friends",0
"Hospital #374","S07469",5,"Clean facilities",1
"Hospital #374","S07470",4,"Clean facilities",1
"Hospital #374","S07471",4,"Professional environment",0
"Hospital #374","S07472",4,"Very satisfied with treatment",1
"Hospital #374","S07473",5,"Very satisfied with treatment",1
"Hospital #374","S07474",4,"Good experience overall",1
"Hospital #374","S07475",4,"Professional environment",1
"Hospital #374","S07476",5,"Very satisfied with treatment",0
"Hospital #374","S07477",3,"Billing issues unresolved",2
"Hospital #374","S07478",3,"Medication explanation unclear",1
"Hospital #374","S07479",3,"Long wait time in ER",0
"Hospital #374","S07480",2,"Rude front desk staff",2
"Hospital #375","S07481",4,"Good experience overall",1
"Hospital #375","S07482",4,"Good experience overall",0
"Hospital #375","S07483",5,"Nursing staff was attentive",0
"Hospital #375","S07484",4,"Clean facilities",0
"Hospital #375","S07485",4,"Good experience overall",0
"Hospital #375","S07486",4,"Nursing staff was attentive",1
"Hospital #375","S07487",4,"Excellent care from Dr. Smith",1
"Hospital #375","S07488",5,"Quick and efficient service",0
"Hospital #375","S07489",5,"Very satisfied with treatment",0
"Hospital #375","S07490",4,"Nursing staff was attentive",1
"Hospital #375","S07491",4,"Very satisfied with treatment",0
"Hospital #375","S07492",5,"Would recommend to friends",0
